;user_id;tweet_id;location;source;hashtags
251337;3186864554;1190179587549847553;????;Twitter for Android;'?????', 'BTS', '??', 'JIMIN', 'JIMNIN???', 'JIMIN???', 'JiminOurSerendipity', 'JIMINOurPromise'
251360;2224096297;1190179604310286336;Indonesia;Twitter for Android;
251421;958952519333380102;1190179654595825664;???? ??;Twitter for iPhone;'?', 'V', 'taehyung', '??', '???', '??', '?????', 'BTS', '?????', 'BTSV'
251471;1171999427608883200;1190179695373037568;United States;Twitter for iPhone;
251504;1018097516879859713;1190179717854269440;Indonesia;Twitter for Android;'?????', 'BTS', '??', 'JIMIN', '??', 'JUNGKOOK', '??', 'kookmin'
251507;1071738177285574656;1190179719481720833;????;Twitter for Android;'halloween2019', 'happpyhalloween', 'BTS'
251547;1113998107224576000;1190179743879983104;Viet Nam;Twitter for Android;
251575;1171834535614435328;1190179757901484034;????;Twitter for iPhone;'?????', 'BTS', '??', '???'
251593;1116211906623049734;1190179771340050432;Viet Nam;Twitter for Android;
251597;4693662918;1190179773311414272;?????????;Twitter for Android;'BTS', '?????'
251625;1118894643553259520;1190179792634597377;Viet Nam;Twitter for Android;
251657;1118893185839685632;1190179814201810944;Viet Nam;Twitter for Android;
251688;1119118870231392257;1190179837626863616;Viet Nam;Twitter for Android;
251693;1117335741615312896;1190179841993084928;????;Twitter for Android;'?????', 'BTS'
251708;1161752218539716609;1190179851061383169;Republic of the Philippines;Twitter for Android;'?????', '???', '??????', 'bts', 'jhope', 'ChickenNoodleSoup'
251722;1119130453934428162;1190179858283814913;Viet Nam;Twitter for Android;
251751;1143521505227100160;1190179882422026240;Viet Nam;Twitter for Android;
251763;919325362336780289;1190179888000577536;Seoul, Republic of Korea;Twitter for Android;'?', 'V', 'taehyung', '??', '???', '??', '?????'
251783;1159807688433270784;1190179901967491073;Viet Nam;Twitter for Android;
251786;814122776441200640;1190179904471461888;?????????????, ?????????;Twitter for iPhone;'BTS', 'JIMIN', '??'
251794;2740436498;1190179907982123008;???? ??;Twitter for iPhone;'BTS', '?????', 'JIMIN', '??'
251838;1174530692895498240;1190179937283559426;Indonesia;Twitter for Android;
251845;1002627983356538880;1190179941821767687;Thailand;Twitter for iPhone;'JHope', '???', '???', '??', 'BTS', '?????'
251851;933639606968266752;1190179946078990336;????;Twitter for Android;
251915;844386398958342144;1190179992212164608;Mexico;Twitter for Android;'BTS'
251922;718398046782955520;1190179996569964544;Malaysia;Twitter for Android;'BTS'
251943;1137873062445998081;1190180010109198336;??;Twitter for Android;'MAMAVOTE', 'bts'
251985;1173393769099452417;1190180046448685056;Republic of the Philippines;Twitter for iPhone;'TaeKookers', 'TaeKook', 'Taehyung'
252023;879711160613740544;1190180073585819648;?????????;Twitter for Android;
252093;1047393657223954432;1190180116019548160;???? ??;Twitter for Android;'MAMAVOTE', 'BTS'
252096;1035286153472004096;1190180119370846208;Indonesia;Twitter for Android;'kimtaehyung', '???', '??', '?', 'V', '?????', 'BTS', 'SpeakYourselfTheFinal_D3'
252158;1366264626;1190180161435553792;Indonesia;Twitter for Android;'G_I_DLE', 'AB6IX', 'ATEEZ', 'BLACKPINK', 'BTS', 'CHUNGHA', 'CLC', 'EVERGLOW', 'EXO', 'GFRIEND', 'GOT7', 'IU', 'iKON', 'ITZY', 'IZONE'
252163;1958345971;1190180166636593152;???? ??;Twitter for Android;
252186;834609487302365184;1190180179328434176;????;Twitter for Android;'??', 'JUNGKOOK', 'RM', 'BTS'
252239;1051049316406636544;1190180222768996352;???? ??;Twitter for iPhone;'?????', 'BTS'
252248;795531105088614400;1190180228670181376;????;Twitter for Android;
252293;3113134134;1190180262170152961;????;Twitter for iPhone;'JIMIN', 'BTS', '??'
252304;1161567926291292160;1190180270613229568;??;Twitter for iPad;'MAMAVOTE', 'bts'
252373;1021236657675120641;1190180326812766209;?????????;Twitter for iPhone;
252575;742212257287802880;1190180487689465856;Thailand;Twitter for Android;'MAMAVOTE', 'BTS'
252580;783620290626453505;1190180488452825088;????;Twitter for iPhone;
252581;503968547;1190180488788373504;Indonesia;Twitter for Android;
252616;1127334227253481473;1190180510917488640;Indonesia;Twitter for Android;'MAMAVOTE', 'BTS'
252704;762349087840727040;1190180578554974208;Brasil;Twitter for Android;'BTS', 'MAMAVOTE'
252780;1315719781;1190180640571846656;Indonesia;Twitter for Android;
252839;44404198;1190180681776676869;Malaysia;Twitter for iPhone;'BTS'
252876;910351932446953473;1190180713934409729;?????????;Twitter for Android;'BTS', 'JUNGKOOK'
252908;1118929181767655424;1190180735010754560;?????????????, ?????????;Twitter for Android;'DabemeBestArtist', 'BTS', 'EXO', 'GOT7', 'SUPERJUNIOR'
252948;1014869777821716481;1190180766526795776;???? ??;Twitter for iPhone;'MAMAVOTE', 'BTS'
253042;1062355914823360512;1190180826450776064;??;Twitter for iPhone;'BTS', 'Lights', 'BoyWithLove'
253064;1108228750955544577;1190180841051131904;Indonesia;Twitter for Android;'MAMAVOTE', 'BTS'
253099;839372135441158144;1190180872281980930;?????????????, ?????????;Twitter for Android;'Social50'
253153;1062358270281637888;1190180907728003072;Viet Nam;Twitter for Android;'JIMIN', 'BTS'
253156;1108435132627574784;1190180909011488769;???? ??;Twitter Web App;
253177;814003528632893440;1190180923557310464;??;Twitter for iPhone;'MAMAVOTE', 'bts'
253241;936515362710941701;1190180963344506880;United States;Twitter for Android;
253291;300841177;1190180989978345474;???? ??;Twitter for Android;'JIN'
253332;922803272855048193;1190181018726219776;Brasil;Twitter for Android;'MAMAVOTE', 'BTS'
253371;1161206560967651329;1190181043753512960;????;Twitter for iPhone;'mamavote', 'bts'
253633;1092655210718101506;1190181227484958720;Republic of the Philippines;Twitter for Android;'MAMAVOTE', 'BTS'
253640;1011439010105835520;1190181233252126720;?????????;Twitter for Android;
253649;2334641934;1190181239937912833;Indonesia;Twitter for Android;'?????', 'BTS'
253650;996017458916937728;1190181241561079808;Indonesia;Twitter for Android;'halloween2019', 'happpyhalloween', 'BTS'
253664;1053693375478587392;1190181253997187072;Thailand;Twitter for iPhone;
253671;999997307851452416;1190181256916434944;Malaysia;Twitter for Android;'MAMAVOTE', 'BTS'
253694;926456566634524672;1190181278068293633;????;Twitter for Android;'?????', 'BTS'
253714;1626887839;1190181289271234560;Indonesia;Twitter for Android;'BTS'
253725;2927072756;1190181298591023104;Indonesia;Twitter for iPhone;'BTS', '?????'
253732;626279065;1190181304047820800;??;Twitter for iPhone;'?????', 'BTS', '??', 'SUGA', '??'
253737;1120921582241587200;1190181305708711936;??;Twitter for Android;'MAMAVOTE', 'bts'
253820;818076330671489025;1190181364185698304;Malaysia;Twitter for Android;'BTS', '?????'
253835;1073941411949510656;1190181378018574338;Indonesia;Twitter for Android;'MAMAVOTE', 'BTS'
253859;1053692815094571009;1190181395831894016;???? ??;Twitter Web App;'MAMAVOTE', 'bts'
253896;1145586029996281856;1190181428480208896;Republic of the Philippines;Twitter for Android;'halloween2019', 'happpyhalloween', 'BTS'
253937;86955276;1190181453105156096;Brasil;Twitter for Android;
253947;1097413657300881408;1190181457181827074;Republic of the Philippines;Twitter for Android;'MAMA2019'
253973;1030163447734882304;1190181484969123840;Indonesia;Twitter for Android;'??', '?????', 'BTS', 'JUNGKOOK'
253995;864097776380071936;1190181498239893506;??;Twitter for iPhone;'BTS', '?????'
254022;996381349547159554;1190181516514476032;????;Twitter for Android;
254071;960653868114653184;1190181559430569984;Indonesia;Twitter for iPhone;
254073;286057676;1190181561146077184;Indonesia;Twitter for Android;'?????', 'BTS'
254144;818572620;1190181602321551360;???? ??;Twitter for iPhone;'???_???_??', '???_????????_??', '?????????_???', 'Jin', '?', '???', '?????'
254157;996780431667154944;1190181614245933056;????;Twitter for iPhone;'RM', 'BTS'
254177;946616026392756224;1190181627642515456;Republic of the Philippines;Twitter for Android;
254202;1128834199685804032;1190181647540375552;Viet Nam;Twitter for Android;
254227;3920675959;1190181669803683840;Indonesia;Twitter for Android;
254282;862922966123765760;1190181703572045825;?????????;Twitter for iPhone;'BTS', 'SUGA', '???', 'SOPE'
254314;1112846613100130304;1190181720936472576;Indonesia;Twitter for Android;'?????', '??', 'BTS', 'JK', 'JUNGKOOK'
254316;1074456078388060160;1190181721800462336;???? ??;Twitter for Android;'?????', 'BTS'
254327;859603420394668032;1190181734475685889;?????????????, ?????????;Twitter for iPad;
254350;1062926031437197312;1190181751269679104;??;Twitter for Android;
254354;4111307834;1190181753400356864;??;Twitter for iPhone;'BTS', 'lemona'
254365;4548083713;1190181758853009408;????;Twitter for iPhone;'?????', 'BTS'
254368;776314485787156480;1190181759607926784;Indonesia;Twitter for Android;'JIMIN', 'BTS'
254468;934446278179614720;1190181827048165376;Seoul, Republic of Korea;Twitter for Android;
254483;1017349404573831168;1190181840230871040;Indonesia;Twitter for Android;
254500;985540416102547457;1190181850561404928;???? ??;Twitter for Android;'kimtaehyung', '???', '??', '?', 'V', '?????', 'BTS', 'SpeakYourselfTheFinal_D3'
254510;831068368601960449;1190181857960218624;?????????;Twitter for Android;'BTS', 'NCT'
254546;897088439413227521;1190181881527980032;Indonesia;Twitter for Android;'BTS'
254586;1086576856055275521;1190181908119834624;Seoul, Republic of Korea;Twitter for Android;'?????', 'BTS'
254624;1153545353641123840;1190181941997236224;??;nyan_00;
254630;4332070274;1190181944463507456;????;Twitter for iPhone;'?????', 'BTS', '??', '???'
254640;1017746537999261697;1190181949622456320;Indonesia;Twitter for Android;
254682;1020674197465337857;1190181980157042695;??;Twitter for iPhone;'?????', '?????????', '?????????', 'BTS'
254803;830707794298802176;1190182079784374272;Seoul, Republic of Korea;Twitter for iPhone;
254836;2163880525;1190182105537376256;Indonesia;Twitter for Android;
254848;939155402964398080;1190182109853282304;Malaysia;Twitter for Android;'BTS', 'bangtanboys', 'malaysianarmy'
254921;1046278014101729280;1190182162210775041;Indonesia;Twitter for Android;'BTS'
254978;1092453737505841154;1190182200362168320;Viet Nam;Twitter for Android;
255002;1098193686427398145;1190182215923032064;Viet Nam;Twitter for Android;'MAMAVOTE', 'BTS'
255008;978607748429443072;1190182218758422534;??;Twitter for Android;'MAMAVOTE', 'bts'
255013;1071936210933706752;1190182221199527936;?????????;Twitter for Android;'JIMIN', 'BTS'
255112;1170722733031735297;1190182285326176256;??;Twitter for iPhone;'MAMAVOTE', 'BTS'
255136;1015523501321539584;1190182307044265984;Viet Nam;Twitter for Android;'BTS'
255232;1091246051955077121;1190182388451528704;Republic of the Philippines;Twitter for Android;
255285;1081464193084084225;1190182419275501568;??;Twitter for Android;
255320;948751983384543232;1190182440137969665;????;Twitter for Android;
255370;2761362236;1190182475449765888;???? ??;Twitter Web App;'MAMAVOTE', 'BTS'
255399;1120853928415911937;1190182491581116416;Indonesia;Twitter for iPhone;'MAMAVOTE', 'BTS'
255483;717605348215881729;1190182549919715329;?????????;Twitter for Android;'??', '???', '??', '?', 'Taehyung', 'V', '?????', 'BTS'
255514;540334175;1190182569091796992;Indonesia;Twitter for Android;'BTS'
255552;1003560045638905857;1190182596069605376;United States;Twitter for Android;
255589;1173467053346287616;1190182620010663937;Indonesia;Twitter for Android;'JIMIN', 'BTS'
255621;813066444535578624;1190182641036775424;Thailand;Twitter for Android;'JIMIN', 'BTS'
255637;1044074787364954112;1190182649572159489;????;Twitter for Android;'?????', 'BTS', '???', 'RM', 'NAMJOON'
255642;911228022707044352;1190182653078540290;Viet Nam;Twitter for Android;'MakeItRight'
255666;863269672757493760;1190182668534607872;Thailand;Twitter for iPhone;'??'
255741;985830853593874432;1190182710708326400;??;Twitter for iPhone;'BTS', 'Lights', 'BoyWithLove'
255781;1104014311255490560;1190182736356491264;????;Twitter for Android;'??', 'JIMIN', '???', '?????', 'BTS'
255826;1014885613726662656;1190182762990358528;Indonesia;Twitter for Android;'??', 'JUNGKOOK', 'BTS'
255874;994987585956007936;1190182794611195906;Viet Nam;Twitter for Android;'JIMIN', 'BTS'
255942;1117630181995233280;1190182846414999558;Indonesia;Twitter for Android;'MAMAVOTE', 'bts', 'MAMAVOTE', 'BTS', 'MAMAVOTE', 'bts'
255949;1158991933231915008;1190182850059878401;Indonesia;Twitter for Android;
255963;1097080704641335296;1190182854350663681;?????????????, ?????????;Twitter for Android;'BTS'
255973;116375247;1190182861271289858;Indonesia;Twitter for Android;
256018;1050788296341606400;1190182891310833665;?????????;Twitter for Android;'JHOPE', 'btsfanarts', 'BTS', 'HappyHalloween'
256020;996285533297950720;1190182893001179136;????;Twitter for iPhone;'?', 'V', 'taehyung', '??', '???', '??', '?????', 'BTS', '?????', 'BTSV'
256045;1026821208635932675;1190182913339379712;Thailand;Twitter for iPhone;'2019MAMA', 'BTS', 'CHUNGHA', 'GOT7', 'IZONE'
256112;871307431590084610;1190182969186455552;??;Twitter for Android;'MAMAVOTE', 'bts'
256133;1263293593;1190182980959924224;Indonesia;Twitter for Android;
256189;1097819923873550336;1190183017957875713;????;Twitter for Android;'CouplesCostume', 'HappyHalloween', 'BTS', 'JIMIN'
256201;866139514317688832;1190183023779598336;??;Twitter for Android;'??', '???', '??', '?', 'Taehyung', 'V', '?????', 'BTS'
256206;1002228305100091392;1190183026614890496;Indonesia;Twitter for iPhone;
256226;1128152878474874880;1190183037733965825;Indonesia;Twitter for Android;'halloween2019', 'happpyhalloween', 'BTS'
256266;3345125232;1190183064606887936;Indonesia;Twitter for Android;'?????', '?????', 'BTS', '??', 'JUNGKOOK', 'JK', '??', '??', 'JHOPE', 'V', 'JIN'
256270;706745019667853314;1190183067610038272;?????????;Twitter for iPhone;'BTS', '?????'
256324;1031144777742336000;1190183101403500546;????;Twitter for iPhone;'?????', 'BTS'
256397;3920631014;1190183163089149952;Indonesia;Twitter for iPhone;'speakyourselfthefinal', 'BTS_SY_FINAL', 'LoveYourselfSpeakYourself', 'JIN', 'BTS', '???'
256427;283842956;1190183187541946369;????;Twitter for Android;'BTS'
256472;1005860277642878976;1190183215215955968;Viet Nam;Twitter for Android;'?????', 'BTS', '??', 'JIMIN', 'JIMNIN???', 'JIMIN???', 'JiminOurSerendipity', 'JIMINOurPromise'
256479;315726211;1190183222677688322;Indonesia;Twitter for Android;'MAMAVOTE', 'BTS'
256583;991139095710650371;1190183296753291269;??;Twitter for iPhone;'MAMAVOTE', 'BTS'
256655;1033204064635387904;1190183337580617729;????;Twitter for Android;'?????', 'BTS'
256671;1091180134596374528;1190183347256823808;Seoul, Republic of Korea;Twitter for Android;'halloween2019', 'happpyhalloween', 'BTS'
256694;1065158916227526656;1190183362821947392;Viet Nam;Twitter for Android;'?????', '???', '??????', 'bts', 'jhope', 'ChickenNoodleSoup'
256700;2217249434;1190183366206738432;United States;Twitter for iPhone;'JIMIN', 'BTS'
256707;1002918059915374597;1190183370904326145;??;Twitter for iPhone;
256729;819885004654198785;1190183384930107392;??;Twitter for iPhone;'MAMAVOTE', 'bts'
256765;238162495;1190183410435641345;Thailand;Twitter for Android;'BTS', '?????'
256804;1061266370636042240;1190183435408560129;????;Twitter for iPhone;'?????', 'BTS'
256927;952504546172923907;1190183513707827200;Viet Nam;Twitter for iPhone;'halloween2019', 'happpyhalloween', 'BTS'
256991;978906261176528898;1190183554547798017;Indonesia;Twitter for Android;'MAMAVOTE', 'BTS'
257008;829320160234369028;1190183566002577408;Seoul, Republic of Korea;Twitter for iPhone;'MAMAVOTE', 'BTS'
257040;1916618833;1190183590362898434;??;Twitter for Android;
257105;147180886;1190183632956088320;????;Twitter for iPhone;'MAMAVOTE', 'BTS'
257195;962326090348822530;1190183709523079168;Seoul, Republic of Korea;Twitter for Android;'MAMAVOTE', 'BTS'
257217;132581899;1190183722538037249;Indonesia;Twitter for Android;'2019MAMA', '?????', 'BTS', 'BTS'
257327;959082265127956481;1190183820349194240;?????????;Twitter for Android;
257346;1650382381;1190183837046689792;Republic of the Philippines;Twitter for Android;'MAMA2019'
